"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: keyDistribution","Param: keyRange","Param: mapType","Param: operationMix","Param: prefillFactor","Param: seed"
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"20569,517693","1234,424660","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,100:0,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"17406,094818","1217,926486","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,90:5,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"15805,004444","1070,087089","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,70:20,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"13372,470376","1412,971071","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,30:35,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"14459,210373","973,929871","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,10:45,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"13930,630162","1404,289591","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_HASH_MAP,0:50,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"18330,050670","1078,597651","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,100:0,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"12661,549093","549,718233","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,90:5,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"10740,098385","335,252203","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,70:20,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"9740,740999","279,560263","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,30:35,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"10022,560017","325,980863","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,10:45,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"10291,754553","480,481206","ops/ms",SEQUENTIAL,100,SYNCHRONIZED_TREE_MAP,0:50,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"6925,732996","913,727301","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,100:0,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"16447,045987","673,997580","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,90:5,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"13929,941560","649,201869","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,70:20,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"13165,412036","519,319669","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,30:35,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"14606,247061","384,888241","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,10:45,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"28222,741391","633,845498","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_HASH_MAP,0:50,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"7260,042853","900,101511","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_TREE_MAP,100:0,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"8525,182801","257,783519","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_TREE_MAP,90:5,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"6096,877774","102,482434","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_TREE_MAP,70:20,0.5,42
"ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"5527,693705","56,610652","ops/ms",SEQUENTIAL,100,RW_SYNCHRONIZED_TREE_MAP,30:35,0.5,42
