Benchmark,Param: keyDistribution,Mode,Threads,Samples,Score,"Score Error (99,9%)",Unit,Param: keyRange,Param: mapType,Param: operationMix,Param: prefillFactor,Param: seed
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"81756,614860","9356,048203",ops/ms,1000000,NON_BLOCKING_HASH_MAP,70:20,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"7041,414990","1255,500867",ops/ms,1000000,NON_BLOCKING_HASH_MAP,30:35,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"5859,330775","785,895803",ops/ms,1000000,NON_BLOCKING_HASH_MAP,10:45,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"5170,869749","937,772131",ops/ms,1000000,NON_BLOCKING_HASH_MAP,0:50,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"27444,883098","1318,070887",ops/ms,1000000,SHARDED_TREE_MAP,100:0,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"7169,808647","334,335944",ops/ms,1000000,SHARDED_TREE_MAP,90:5,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"4870,786698","175,930143",ops/ms,1000000,SHARDED_TREE_MAP,70:20,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"4030,831603","158,113514",ops/ms,1000000,SHARDED_TREE_MAP,30:35,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"4197,903667","181,787495",ops/ms,1000000,SHARDED_TREE_MAP,10:45,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"4388,358600","148,046913",ops/ms,1000000,SHARDED_TREE_MAP,0:50,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"35140,620047","1733,771115",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,100:0,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"18975,667156","1342,090329",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,90:5,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"13543,887315","1003,069699",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,70:20,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"10427,271084","201,335996",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,30:35,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"9799,700283","878,500944",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,10:45,0.5,42
ua.edu.ukma.benchmarks.IntegerKeysMixedOperationsBenchmark.benchmark,UNIFORM,thrpt,16,15,"9270,614986","498,040252",ops/ms,1000000,LOCK_FREE_CHROMATIC_MAP,0:50,0.5,42
