"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: domainsCount","Param: mapType","Param: operationMix","Param: prefillFactor","Param: prefixLength","Param: seed"
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"8569,660817","165,847515","ops/ms",5,SHARDED_TREE_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"7996,250795","113,690281","ops/ms",5,SHARDED_TREE_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"8591,020801","260,997350","ops/ms",5,SHARDED_TREE_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"9291,807335","466,688247","ops/ms",5,SHARDED_TREE_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"40157,709911","1817,140059","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"17995,244792","449,689951","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"14145,343896","223,282062","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"13563,846467","1323,035007","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"12139,381863","356,106863","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",32,15,"11801,772713","436,333964","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,0:50,0.5,3,42
