"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: domainsCount","Param: mapType","Param: operationMix","Param: prefillFactor","Param: prefixLength","Param: seed"
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"83786,152257","6602,985285","ops/ms",5,CONCURRENT_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"82345,953843","6574,682559","ops/ms",5,CONCURRENT_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"230688,874860","24381,243285","ops/ms",5,NON_BLOCKING_HASH_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"122219,899108","8866,456326","ops/ms",5,NON_BLOCKING_HASH_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"71767,488794","9361,613455","ops/ms",5,NON_BLOCKING_HASH_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"60194,492078","11541,022604","ops/ms",5,NON_BLOCKING_HASH_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"50222,531964","16252,631079","ops/ms",5,NON_BLOCKING_HASH_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"46798,713937","10763,723195","ops/ms",5,NON_BLOCKING_HASH_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"19906,364084","801,491556","ops/ms",5,SHARDED_TREE_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"5275,065914","166,981215","ops/ms",5,SHARDED_TREE_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"3558,874639","104,437625","ops/ms",5,SHARDED_TREE_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"3216,534398","92,925129","ops/ms",5,SHARDED_TREE_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"3386,465374","99,857026","ops/ms",5,SHARDED_TREE_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"3707,118262","111,091772","ops/ms",5,SHARDED_TREE_MAP,0:50,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"35586,182022","1084,318794","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,100:0,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"15105,966370","179,630815","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,90:5,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"11535,627205","147,924759","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,70:20,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"10827,529166","290,346055","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,30:35,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"10049,248006","235,622538","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,10:45,0.5,3,42
"ua.edu.ukma.benchmarks.EmailKeysMixedOperationsBenchmark.benchmark","thrpt",8,15,"9686,361829","147,311651","ops/ms",5,LOCK_FREE_CHROMATIC_MAP,0:50,0.5,3,42
